TEXT_2_WARPOD_SQUADRON,#2 Warpod Squadron
TEXT_STATBLOCK_MANKVIM_SQUADRON_DOUBLE,Squadron: 24x Mankvim-814 Light Interceptor
TEXT_STATBLOCK_MANKVIM_SQUADRON_HALF,Squadron: 6x Mankvim-814 Light Interceptor
TEXT_STATBLOCK_MANKVIM_WEAP1,1x Fighter Laser Cannon: 4 / 2.0s / 1.0km
TEXT_STATBLOCK_MORNINGSTAR_A_BASE,Health: 16 | Unshielded
TEXT_STATBLOCK_MORNINGSTAR_A_MOVE,Speed: 6.85 | Maneuverability: 3.2
TEXT_STATBLOCK_MORNINGSTAR_A_SQUADRON,Squadron: 12x MorningStar-A Starfighter
TEXT_STATBLOCK_MORNINGSTAR_A_SQUADRON_DOUBLE,Squadron: 24x MorningStar-A Starfighter
TEXT_STATBLOCK_MORNINGSTAR_A_SQUADRON_HALF,Squadron: 6x MorningStar-A Starfighter
TEXT_STATBLOCK_MORNINGSTAR_A_WEAP1,1x Fighter Laser Cannon: 4 / 3.0s / 1.0km
TEXT_STATBLOCK_MORNINGSTAR_A_WEAP2,1x Fighter Laser Cannon: 2 / 3.0s / 1.0km
TEXT_STATBLOCK_MORNINGSTAR_A_WEAP3,1x Fighter Assault Concussion Missile: 1 / 75.0s / 1.8km
TEXT_STATBLOCK_MORNINGSTAR_B_BASE,Health: 17 | Unshielded
TEXT_STATBLOCK_MORNINGSTAR_B_MOVE,Speed: 5.64 | Maneuverability: 2.56
TEXT_STATBLOCK_MORNINGSTAR_B_SQUADRON,Squadron: 12x MorningStar-B Starfighter
TEXT_STATBLOCK_MORNINGSTAR_B_SQUADRON_DOUBLE,Squadron: 24x MorningStar-B Starfighter
TEXT_STATBLOCK_MORNINGSTAR_B_SQUADRON_HALF,Squadron: 6x MorningStar-B Starfighter
TEXT_STATBLOCK_MORNINGSTAR_B_WEAP1,1x Heavy Fighter Laser Cannon: 4 / 3.0s / 1.0km
TEXT_STATBLOCK_MORNINGSTAR_B_WEAP2,1x Heavy Fighter Laser Cannon: 2 / 3.0s / 1.0km
TEXT_STATBLOCK_MORNINGSTAR_B_WEAP3,1x Fighter Laser Cannon: 4 / 3.0s / 1.0km
TEXT_STATBLOCK_MORNINGSTAR_B_WEAP4,1x Fighter Laser Cannon: 2 / 3.0s / 1.0km
TEXT_STATBLOCK_MORNINGSTAR_C_BASE,Health: 18 | Unshielded
TEXT_STATBLOCK_MORNINGSTAR_C_MOVE,Speed: 6.37 | Maneuverability: 2.88
TEXT_STATBLOCK_MORNINGSTAR_C_SQUADRON,Squadron: 12x MorningStar-C Starfighter
TEXT_STATBLOCK_MORNINGSTAR_C_SQUADRON_DOUBLE,Squadron: 24x MorningStar-C Starfighter
TEXT_STATBLOCK_MORNINGSTAR_C_SQUADRON_HALF,Squadron: 6x MorningStar-C Starfighter
TEXT_STATBLOCK_MORNINGSTAR_C_WEAP1,1x Heavy Fighter Laser Cannon: 4 / 3.0s / 1.0km
TEXT_STATBLOCK_MORNINGSTAR_C_WEAP2,1x Heavy Fighter Laser Cannon: 2 / 3.0s / 1.0km
TEXT_STATBLOCK_MORNINGSTAR_C_WEAP3,1x Proton Rocket (AC): 1 / 30.0s / 3.0km
TEXT_STATBLOCK_MORNINGSTAR_C_WEAP4,1x Concussion Bomb (AC): 1 / 30.0s / 0.8km
TEXT_STATBLOCK_N1_BASE,Health: 11 | Shields: 5
TEXT_STATBLOCK_N1_MOVE,Speed: 7.63 | Maneuverability: 3.6
TEXT_STATBLOCK_N1_SQUADRON,Squadron: 12x N-1 Starfighter
TEXT_STATBLOCK_N1_SQUADRON_DOUBLE,Squadron: 24x N-1 Starfighter
TEXT_STATBLOCK_N1_SQUADRON_HALF,Squadron: 6x N-1 Starfighter
TEXT_STATBLOCK_N1_WEAP1,1x Fighter Laser Cannon: 4 / 2.0s / 1.0km
TEXT_STATBLOCK_N1_WEAP2,1x Fighter Proton Torpedo: 1 / 30.0s / 1.8km
TEXT_STATBLOCK_NANTEX_BASE,Health: 10 | Unshielded
TEXT_STATBLOCK_NANTEX_ESCORT_BASE,Health: 85 | Unshielded
TEXT_STATBLOCK_NANTEX_GORGOL_BASE,Health: 330 [2%/5s] | Unshielded
TEXT_STATBLOCK_NANTEX_MOVE,Speed: 8.75 | Maneuverability: 5.45
TEXT_STATBLOCK_NANTEX_SQUADRON,Squadron: 12x Nantex
TEXT_STATBLOCK_NANTEX_SQUADRON_DOUBLE,Squadron: 24x Nantex
TEXT_STATBLOCK_NANTEX_SQUADRON_HALF,Squadron: 6x Nantex
TEXT_STATBLOCK_NANTEX_WEAP1,1x Heavy Fighter Laser Cannon: 4 / 3.0s / 1.0km
TEXT_STATBLOCK_NANTEX_WEAP2,1x Fighter Proton Torpedo: 1 / 75.0s / 1.8km
TEXT_STATBLOCK_R22_SPEARHEAD_BASE,Health: 8 | Shields: 3
TEXT_STATBLOCK_R22_SPEARHEAD_MOVE,Speed: 7.9 | Maneuverability: 4.1
TEXT_STATBLOCK_R22_SPEARHEAD_SQUADRON,Squadron: 12x R-22 Spearhead
TEXT_STATBLOCK_R22_SPEARHEAD_SQUADRON_DOUBLE,Squadron: 24x R-22 Spearhead
TEXT_STATBLOCK_R22_SPEARHEAD_SQUADRON_HALF,Squadron: 6x R-22 Spearhead
TEXT_STATBLOCK_R22_SPEARHEAD_WEAP1,1x Fighter Laser Cannon: 4 / 2.0s / 1.0km
TEXT_STATBLOCK_R41_BASE,Health: 10 | Shields: 2
TEXT_STATBLOCK_R41_MOVE,Speed: 6.17 | Maneuverability: 3.75
TEXT_STATBLOCK_R41_SQUADRON,Squadron: 12x R-41 Starchaser
TEXT_STATBLOCK_R41_SQUADRON_DOUBLE,Squadron: 24x R-41 Starchaser
TEXT_STATBLOCK_R41_SQUADRON_HALF,Squadron: 6x R-41 Starchaser
TEXT_STATBLOCK_R41_WEAP1,1x Fighter Laser Cannon: 4 / 2.0s / 1.0km
TEXT_STATBLOCK_R41_WEAP2,1x Fighter Ion Cannon: 2 / 2.0s / 1.0km
TEXT_STATBLOCK_R41_WEAP3,1x Fighter Concussion Missile: 1 / 150.0s / 1.8km
TEXT_STATBLOCK_R42_SQUADRON,Squadron: 12x R-42 Starchaser
TEXT_STATBLOCK_R42_SQUADRON_DOUBLE,Squadron: 24x R-42 Starchaser
TEXT_STATBLOCK_R42_SQUADRON_HALF,Squadron: 6x R-42 Starchaser
TEXT_STATBLOCK_R42_WEAP3,1x Fighter Concussion Missile: 1 / 37.5s / 1.8km
TEXT_STATBLOCK_SCURRG_H6_BASE,Health: 22 | Shields: 10
TEXT_STATBLOCK_SCURRG_H6_MOVE,Speed: 4.73 | Maneuverability: 3.01
TEXT_STATBLOCK_SCURRG_H6_PROTOTYPE_SQUADRON,Squadron: 12x Scurrg H-6 Prototype
TEXT_STATBLOCK_SCURRG_H6_PROTOTYPE_SQUADRON_DOUBLE,Squadron: 24x Scurrg H-6 Prototype
TEXT_STATBLOCK_SCURRG_H6_PROTOTYPE_SQUADRON_HALF,Squadron: 6x Scurrg H-6 Prototype
TEXT_STATBLOCK_SCURRG_H6_SQUADRON,Squadron: 12x Scurrg H-6
TEXT_STATBLOCK_SCURRG_H6_SQUADRON_DOUBLE,Squadron: 24x Scurrg H-6
TEXT_STATBLOCK_SCURRG_H6_SQUADRON_HALF,Squadron: 6x Scurrg H-6
TEXT_STATBLOCK_SCURRG_H6_WEAP1,2x Fighter Laser Cannons: 4 / 3.0s / 1.1km
TEXT_STATBLOCK_SCURRG_H6_WEAP2,1x Fighter Laser Cannon: 2 / 2.0s / 1.0km
TEXT_STATBLOCK_SCURRG_H6_WEAP3,1x Proton Rocket (AC): 1 / 15.0s / 3.0km
TEXT_STATBLOCK_SCURRG_H6_WEAP4,1x Concussion Bomb (AC): 1 / 15.0s / 0.8km
TEXT_STATBLOCK_SCYK_FIGHTER_BASE,Health: 9 | Shields: 2
TEXT_STATBLOCK_SCYK_FIGHTER_ESCORT_BASE,Health: 95 | Shields: 30
TEXT_STATBLOCK_SCYK_FIGHTER_MOVE,Speed: 6.37 | Maneuverability: 6.0
TEXT_STATBLOCK_SCYK_FIGHTER_SERISSU_BASE,Health: 250 | Shields: 70
TEXT_STATBLOCK_SCYK_FIGHTER_SQUADRON,Squadron: 12x M3-A Scyk Fighter
TEXT_STATBLOCK_SCYK_FIGHTER_SQUADRON_DOUBLE,Squadron: 24x M3-A Scyk Fighter
TEXT_STATBLOCK_SCYK_FIGHTER_SQUADRON_HALF,Squadron: 6x M3-A Scyk Fighter
TEXT_STATBLOCK_SCYK_FIGHTER_WEAP1,1x Fighter Laser Cannon: 4 / 2.0s / 1.0km
TEXT_STATBLOCK_SCYK_FIGHTER_WEAP2,1x Fighter Proton Torpedo: 1 / 75.0s / 1.8km
TEXT_STATBLOCK_SCYK_HEAVY_FIGHTER_BASE,Health: 11 | Shields: 2
TEXT_STATBLOCK_SCYK_HEAVY_FIGHTER_MOVE,Speed: 6.37 | Maneuverability: 6.0
TEXT_STATBLOCK_SCYK_HEAVY_FIGHTER_SQUADRON,Squadron: 12x M3-A Scyk Heavy Fighter
TEXT_STATBLOCK_SCYK_HEAVY_FIGHTER_SQUADRON_DOUBLE,Squadron: 24x M3-A Scyk Heavy Fighter
TEXT_STATBLOCK_SCYK_HEAVY_FIGHTER_SQUADRON_HALF,Squadron: 6x M3-A Scyk Heavy Fighter
TEXT_STATBLOCK_SCYK_HEAVY_FIGHTER_WEAP1,1x Fighter Flechette Slugthrower: 4 / 2.0s / 1.0km
TEXT_STATBLOCK_SCYK_HEAVY_FIGHTER_WEAP2,1x Fighter Assault Concussion Missile: 1 / 50.0s / 1.8km
TEXT_STATBLOCK_SHIELDED_TIE_FIGHTER_SQUADRON,Squadron: 12x Shielded TIE Fighter
TEXT_STATBLOCK_SHIELDED_TIE_FIGHTER_SQUADRON_DOUBLE,Squadron: 24x Shielded TIE Fighter
TEXT_STATBLOCK_SHIELDED_TIE_FIGHTER_SQUADRON_HALF,Squadron: 6x Shielded TIE Fighter
TEXT_STATBLOCK_SKIPRAY_BASE,Health: 32 | Shields: 18
TEXT_STATBLOCK_SKIPRAY_HERO_BASE,Health: 240 | Shields: 80
TEXT_STATBLOCK_SKIPRAY_MOVE,Speed: 7.59 | Maneuverability: 3.2
TEXT_STATBLOCK_SKIPRAY_SQUADRON,Squadron: 12x Skipray Blastboat
TEXT_STATBLOCK_SKIPRAY_SQUADRON_DOUBLE,Squadron: 24x Skipray Blastboat
TEXT_STATBLOCK_SKIPRAY_SQUADRON_HALF,Squadron: 6x Skipray Blastboat
TEXT_STATBLOCK_SKIPRAY_SQUADRON_THREE,Squadron: 3x Skipray Blastboat
TEXT_STATBLOCK_SKIPRAY_WEAP1,1x Fighter Laser Cannon: 4 / 2.0s / 1.0km
TEXT_STATBLOCK_SKIPRAY_WEAP2,1x Fighter Ion Cannon: 3 / 2.0s / 1.0km
TEXT_STATBLOCK_SKIPRAY_WEAP3,1x Fighter Concussion Missile (AF): 2 / 25.0s / 1.8km
TEXT_STATBLOCK_SKIPRAY_WEAP4,1x Heavy Fighter Proton Torpedo (AC): 2 / 37.5s / 1.4km
TEXT_STATBLOCK_SKIPRAYG_BASE,Health: 32 | Shields: 17
TEXT_STATBLOCK_SKIPRAYG_MOVE,Speed: 6.47 | Maneuverability: 2.56
TEXT_STATBLOCK_SKIPRAYJ_WEAP3,1x Fighter Concussion Missile (AF): 2 / 16.7s / 1.8km
TEXT_STATBLOCK_SKIPRAYJ_WEAP4,1x Heavy Fighter Proton Torpedo (AC): 2 / 25.0s / 1.4km
TEXT_STATBLOCK_TIE_BOMBER_BASE,Health: 19 | Unshielded
TEXT_STATBLOCK_TIE_BOMBER_ESCORT_BASE,Health: 125 | Unshielded
TEXT_STATBLOCK_TIE_BOMBER_MOVE,Speed: 5.57 | Maneuverability: 4.3
TEXT_STATBLOCK_TIE_BOMBER_SQUADRON,Squadron: 12x TIE Bomber
TEXT_STATBLOCK_TIE_BOMBER_SQUADRON_DOUBLE,Squadron: 24x TIE Bomber
TEXT_STATBLOCK_TIE_BOMBER_SQUADRON_HALF,Squadron: 6x TIE Bomber
TEXT_STATBLOCK_TIE_BOMBER_WEAP1,1x Fighter Laser Cannon: 4 / 2.0s / 1.0km
TEXT_STATBLOCK_TIE_BOMBER_WEAP2,1x Fighter Concussion Missile (AF): 1 / 15.0s / 1.8km
TEXT_STATBLOCK_TIE_BOMBER_WEAP3,1x Proton Rocket (AC): 1 / 18.75s / 3.0km
TEXT_STATBLOCK_TIE_BOMBER_WEAP4,1x Concussion Bomb (AC): 1 / 18.75s / 0.8km
TEXT_STATBLOCK_TIE_FIGHTER_BASE,Health: 10 | Unshielded
TEXT_STATBLOCK_TIE_FIGHTER_ESCORT_BASE,Health: 100 | Unshielded
TEXT_STATBLOCK_TIE_FIGHTER_MOVE,Speed: 8.15 | Maneuverability: 5.0
TEXT_STATBLOCK_TIE_FIGHTER_SQUADRON,Squadron: 12x TIE Fighter
TEXT_STATBLOCK_TIE_FIGHTER_SQUADRON_DOUBLE,Squadron: 24x TIE Fighter
TEXT_STATBLOCK_TIE_FIGHTER_SQUADRON_HALF,Squadron: 6x TIE Fighter
TEXT_STATBLOCK_TIE_FIGHTER_SQUADRON_THIRD,Squadron: 4x TIE Fighter
TEXT_STATBLOCK_TIE_FIGHTER_WEAP1,1x Fighter Laser Cannon: 4 / 2.0s / 1.0km
TEXT_STATBLOCK_TIE_FIGHTER_WEAP2,1x Fighter Proton Torpedo: 1 / 75.0s / 1.8km
TEXT_STATBLOCK_TIE_POD_BASE,Health: 8 | Unshielded
TEXT_STATBLOCK_TIE_POD_MOVE,Speed: 6.8 | Maneuverability: 4.4
TEXT_STATBLOCK_TIE_POD_SQUADRON,Squadron: 12x TIE T.I.E. Pod
TEXT_STATBLOCK_TIE_POD_SQUADRON_DOUBLE,Squadron: 24x T.I.E. Pod
TEXT_STATBLOCK_TIE_POD_SQUADRON_HALF,Squadron: 6x T.I.E. Pod
TEXT_STATBLOCK_TIE_POD_WEAP1,2x Fighter Laser Cannons: 4 / 3.0s / 1.1km
TEXT_STATBLOCK_TIE_STARFIGHTER_BASE,Health: 11 | Unshielded
TEXT_STATBLOCK_TIE_STARFIGHTER_MOVE,Speed: 7.9 | Maneuverability: 4.5
TEXT_STATBLOCK_TIE_STARFIGHTER_SQUADRON,Squadron: 12x TIE Starfighter
TEXT_STATBLOCK_TIE_STARFIGHTER_SQUADRON_DOUBLE,Squadron: 24x TIE Starfighter
TEXT_STATBLOCK_TIE_STARFIGHTER_SQUADRON_HALF,Squadron: 6x TIE Starfighter
TEXT_STATBLOCK_TIE_STARFIGHTER_WEAP1,1x Fighter Laser Cannon: 4 / 2.0s / 1.0km
TEXT_STATBLOCK_TOSCAN_BOMBER_BASE,Health: 16 | Shields: 3
TEXT_STATBLOCK_TOSCAN_BOMBER_MOVE,Speed: 6.05 | Maneuverability: 3.6
TEXT_STATBLOCK_TOSCAN_BOMBER_SQUADRON,Squadron: 12x Toscan 8-Q Bomber
TEXT_STATBLOCK_TOSCAN_BOMBER_SQUADRON_DOUBLE,Squadron: 24x Toscan 8-Q Bomber
TEXT_STATBLOCK_TOSCAN_BOMBER_SQUADRON_HALF,Squadron: 6x Toscan 8-Q Bomber
TEXT_STATBLOCK_TOSCAN_BOMBER_WEAP1,1x Fighter Laser Cannon: 4 / 2.0s / 1.0km
TEXT_STATBLOCK_TOSCAN_BOMBER_WEAP2,1x Proton Rocket (AC): 1 / 37.5s / 3.0km
TEXT_STATBLOCK_TOSCAN_BOMBER_WEAP3,1x Concussion Bomb (AC): 1 / 37.5s / 0.8km
TEXT_STATBLOCK_TOSCAN_GUNSHIP_BASE,Health: 16 | Shields: 6
TEXT_STATBLOCK_TOSCAN_GUNSHIP_MOVE,Speed: 5.65 | Maneuverability: 3.24
TEXT_STATBLOCK_TOSCAN_GUNSHIP_SQUADRON,Squadron: 12x Toscan 8-Q Gunship
TEXT_STATBLOCK_TOSCAN_GUNSHIP_SQUADRON_DOUBLE,Squadron: 24x Toscan 8-Q Gunship
TEXT_STATBLOCK_TOSCAN_GUNSHIP_SQUADRON_HALF,Squadron: 6x Toscan 8-Q Gunship
TEXT_STATBLOCK_TOSCAN_GUNSHIP_WEAP1,2x Fighter Laser Cannons: 4 / 3.0s / 1.1km
TEXT_STATBLOCK_TOSCAN_GUNSHIP_WEAP2,1x Fighter Ion Cannon: 2 / 2.0s / 1.1km
TEXT_STATBLOCK_TOSCAN_GUNSHIP_WEAP3,1x Fighter Concussion Missile: 1 / 37.5s / 1.8km
TEXT_STATBLOCK_TOSCAN_INTERCEPTOR_BASE,Health: 16 | Unshielded
TEXT_STATBLOCK_TOSCAN_INTERCEPTOR_MOVE,Speed: 6.87 | Maneuverability: 3.6
TEXT_STATBLOCK_TOSCAN_INTERCEPTOR_SQUADRON,Squadron: 12x Toscan 8-Q Interceptor
TEXT_STATBLOCK_TOSCAN_INTERCEPTOR_SQUADRON_DOUBLE,Squadron: 24x Toscan 8-Q Interceptor
TEXT_STATBLOCK_TOSCAN_INTERCEPTOR_SQUADRON_HALF,Squadron: 6x Toscan 8-Q Interceptor
TEXT_STATBLOCK_TOSCAN_INTERCEPTOR_WEAP1,1x Heavy Fighter Laser Cannon: 4 / 2.0s / 1.0km
TEXT_STATBLOCK_TOSCAN_MISSILE_SQUADRON,Squadron: 12x Missile Toscan 8-Q Starfighter
TEXT_STATBLOCK_TOSCAN_MISSILE_SQUADRON_DOUBLE,Squadron: 24x Missile Toscan 8-Q Starfighter
TEXT_STATBLOCK_TOSCAN_MISSILE_SQUADRON_HALF,Squadron: 6x Missile Toscan 8-Q Starfighter
TEXT_STATBLOCK_TOSCAN_MISSILE_WEAP2,1x Fighter Concussion Missile: 1 / 25.0s / 1.8km
TEXT_STATBLOCK_TOSCAN_STOCK_BASE,Health: 16 | Shields: 3
TEXT_STATBLOCK_TOSCAN_STOCK_MOVE,Speed: 6.05 | Maneuverability: 3.6
TEXT_STATBLOCK_TOSCAN_STOCK_SQUADRON,Squadron: 12x Toscan 8-Q Starfighter
TEXT_STATBLOCK_TOSCAN_STOCK_SQUADRON_DOUBLE,Squadron: 24x Toscan 8-Q Starfighter
TEXT_STATBLOCK_TOSCAN_STOCK_SQUADRON_HALF,Squadron: 6x Toscan 8-Q Starfighter
TEXT_STATBLOCK_TOSCAN_STOCK_WEAP1,1x Fighter Laser Cannon: 4 / 2.0s / 1.0km
TEXT_STATBLOCK_V_WING_BASE,Health: 9 | Shields: 4
TEXT_STATBLOCK_V_WING_BOMBER_MOVE,Speed: 7.4 | Maneuverability: 3.3
TEXT_STATBLOCK_V_WING_BOMBER_SQUADRON,Squadron: 12x V-wing Bomber
TEXT_STATBLOCK_V_WING_BOMBER_SQUADRON_DOUBLE,Squadron: 24x V-wing Bomber
TEXT_STATBLOCK_V_WING_BOMBER_SQUADRON_HALF,Squadron: 6x V-wing Bomber
TEXT_STATBLOCK_V_WING_BOMBER_WEAP1,1x Fighter Flechette Slugthrower: 4 / 2.0s / 1.0km
TEXT_STATBLOCK_V_WING_BOMBER_WEAP2,1x Proton Rocket (AC): 1 / 50.0s / 3.0km
TEXT_STATBLOCK_V_WING_BOMBER_WEAP3,1x Concussion Bomb (AC): 1 / 50.0s / 0.8km
TEXT_STATBLOCK_V_WING_ELITE_GUARD_BASE,Health: 9 | Shields: 6
TEXT_STATBLOCK_V_WING_ELITE_GUARD_SQUADRON,Squadron: 12x Elite Guard V-wing
TEXT_STATBLOCK_V_WING_ELITE_GUARD_SQUADRON_DOUBLE,Squadron: 24x Elite Guard V-wing
TEXT_STATBLOCK_V_WING_ELITE_GUARD_SQUADRON_HALF,Squadron: 6x Elite Guard V-wing
TEXT_STATBLOCK_V_WING_ELITE_GUARD_WEAP2,1x Fighter Concussion Missile: 1 / 75.0s / 1.8km
TEXT_STATBLOCK_V_WING_ESCORT_BASE,Health: 120 | Shields: 90
TEXT_STATBLOCK_V_WING_MISSILE_SQUADRON,Squadron: 12x Missile V-wing
TEXT_STATBLOCK_V_WING_MISSILE_SQUADRON_DOUBLE,Squadron: 24x Missile V-wing
TEXT_STATBLOCK_V_WING_MISSILE_SQUADRON_HALF,Squadron: 6x Missile V-wing
TEXT_STATBLOCK_V_WING_MOVE,Speed: 9.2 | Maneuverability: 4.4
TEXT_STATBLOCK_V_WING_SHEA_HUBLIN_BASE,Health: 240 | Shields: 180
TEXT_STATBLOCK_V_WING_SQUADRON,Squadron: 12x V-wing
TEXT_STATBLOCK_V_WING_SQUADRON_DOUBLE,Squadron: 24x V-wing
TEXT_STATBLOCK_V_WING_SQUADRON_HALF,Squadron: 6x V-wing
TEXT_STATBLOCK_V_WING_WEAP1,1x Fighter Laser Cannon: 4 / 2.0s / 1.0km
TEXT_STATBLOCK_V_WING_WEAP2,1x Fighter Concussion Missile: 1 / 150.0s / 1.8km
TEXT_STATBLOCK_WARPOD_BASE,Health: 22 | Shields: 10
TEXT_STATBLOCK_WARPOD_MOVE,Speed: 6.05 | Maneuverability: 2.95
TEXT_STATBLOCK_WARPOD_SQUADRON,Squadron: 12x #2 Warpod
TEXT_STATBLOCK_WARPOD_SQUADRON_DOUBLE,Squadron: 24x #2 Warpod
TEXT_STATBLOCK_WARPOD_SQUADRON_HALF,Squadron: 6x #2 Warpod
TEXT_STATBLOCK_WARPOD_WEAP1,1x Fighter Laser Cannon: 2 / 2.0s / 1.0km
TEXT_STATBLOCK_WARPOD_WEAP2,1x Proton Rocket (AC): 1 / 30.0s / 3.0km
TEXT_STATBLOCK_WARPOD_WEAP3,1x Concussion Bomb (AC): 1 / 30.0s / 0.8km
TEXT_STATBLOCK_YWING_BASE,Health: 20 | Shields: 12
TEXT_STATBLOCK_YWING_ESCORT_BASE,Health: 100 | Shields: 60
TEXT_STATBLOCK_YWING_MOVE,Speed: 6.05 | Maneuverability: 2.95
TEXT_STATBLOCK_YWING_SALM_BASE,Health: 200 [2%/5s] | Shields: 120
TEXT_STATBLOCK_YWING_SQUADRON,Squadron: 12x BTL-S3 Y-wing
TEXT_STATBLOCK_YWING_SQUADRON_DOUBLE,Squadron: 24x BTL-S3 Y-wing
TEXT_STATBLOCK_YWING_SQUADRON_HALF,Squadron: 6x BTL-S3 Y-wing
TEXT_STATBLOCK_YWING_WEAP1,1x Fighter Laser Cannon: 4 / 2.0s / 1.0km
TEXT_STATBLOCK_YWING_WEAP2,1x Fighter Ion Cannon: 2 / 2.0s / 1.0km
TEXT_STATBLOCK_YWING_WEAP3,1x Proton Rocket (AC): 1 / 30.0s / 3.0km
TEXT_STATBLOCK_YWING_WEAP4,1x Concussion Bomb (AC): 1 / 30.0s / 0.8km
TEXT_STATBLOCK_YWINGB_BASE,Health: 22 | Shields: 12
TEXT_STATBLOCK_YWINGB_MOVE,Speed: 5.65 | Maneuverability: 2.75
TEXT_STATBLOCK_YWINGS1_MOVE,Speed: 5.85 | Maneuverability: 2.85
TEXT_STATBLOCK_Z95_BASE,Health: 10 | Shields: 2
TEXT_STATBLOCK_Z95_BOMBER_BASE,Health: 10 | Shields: 4
TEXT_STATBLOCK_Z95_BOMBER_ESCORT_BASE,Health: 125 | Shields: 40
TEXT_STATBLOCK_Z95_BOMBER_MOVE,Speed: 5.34 | Maneuverability: 3.16
TEXT_STATBLOCK_Z95_BOMBER_SQUADRON,Squadron: 12x Z-95 Bomber
TEXT_STATBLOCK_Z95_BOMBER_SQUADRON_DOUBLE,Squadron: 24x Z-95 Bomber
TEXT_STATBLOCK_Z95_BOMBER_SQUADRON_HALF,Squadron: 6x Z-95 Bomber
TEXT_STATBLOCK_Z95_BOMBER_WEAP1,1x Fighter Flechette Slugthrower: 4 / 2.0s / 1.0km
TEXT_STATBLOCK_Z95_BOMBER_WEAP2,1x Proton Rocket (AC): 1 / 37.5s / 3.0km
TEXT_STATBLOCK_Z95_BOMBER_WEAP3,1x Concussion Bomb (AC): 1 / 25.0s / 0.8km
TEXT_STATBLOCK_Z95_ESCORT_BASE, Health: 100 | Shields: 50
TEXT_STATBLOCK_Z95_MOVE,Speed: 6.17 | Maneuverability: 4.3
TEXT_STATBLOCK_Z95_SQUADRON,Squadron: 12x Z-95 Headhunter
TEXT_STATBLOCK_Z95_SQUADRON_DOUBLE,Squadron: 24x Z-95 Headhunter
TEXT_STATBLOCK_Z95_SQUADRON_HALF,Squadron: 6x Z-95 Headhunter
TEXT_STATBLOCK_Z95_SQUADRON_TRIPLE,Squadron: 36x Z-95 Headhunter
TEXT_STATBLOCK_Z95_WEAP1,1x Fighter Laser Cannon: 4 / 2.0s / 1.0km
TEXT_STATBLOCK_Z95_WEAP2,1x Fighter Concussion Missile: 1 / 50.0s / 1.8km
TEXT_STATBLOCK_Z95_WEAP3,1x Fighter Assault Concussion Missile: 1 / 75.0s / 1.8km
TEXT_STATBLOCK_Z95ML_BASE,Health: 10 | Unshielded
TEXT_STATBLOCK_Z95ML_ESCORT_BASE,Health: 85 | Unshielded
TEXT_STATBLOCK_Z95ML_MOVE,Speed: 5.34 | Maneuverability: 3.44
TEXT_STATBLOCK_Z95ML_SQUADRON,Squadron: 12x Z-95ML Headhunter
TEXT_STATBLOCK_Z95ML_SQUADRON_DOUBLE,Squadron: 24x Z-95ML Headhunter
TEXT_STATBLOCK_Z95ML_SQUADRON_HALF,Squadron: 6x Z-95ML Headhunter
TEXT_STATBLOCK_Z95XT_BASE,Health: 10 | Unshielded
TEXT_STATBLOCK_Z95XT_SQUADRON,Squadron: 12x Z-95XT Headhunter
TEXT_STATBLOCK_Z95XT_SQUADRON_DOUBLE,Squadron: 24x Z-95XT Headhunter
TEXT_STATBLOCK_Z95XT_SQUADRON_HALF,Squadron: 6x Z-95XT Headhunter
TEXT_STATION_GOLAN_ONE_PRIMARY,Golan-I Primary Starbase
TEXT_STATION_GOLAN_ONE_SECONDARY,Golan-I Secondary Defense Station
TEXT_STATION_GOLAN_TWO_PRIMARY,Golan-II Primary Starbase
TEXT_STATION_GOLAN_TWO_SECONDARY,Golan-II Secondary Defense Station
TEXT_STATION_VALOR_PRIMARY,Valor Primary Starbase
TEXT_STATION_VALOR_SECONDARY,Valor Secondary Defense Station
TEXT_STORY_TRANSMISSION_JABBA,Incoming Transmission from Jabba Desilijic Tiure
TEXT_STORY_TRANSMISSION_KDY_REP,Incoming Transmission from Kuat Drive Yards
TEXT_STORY_TRANSMISSION_LORONAR_REP,Incoming Transmission from Loronar Corporation
TEXT_STORY_TRANSMISSION_WALEX,Incoming Transmission from Walex Blissex
TEXT_SURVIVAL_BOONTA_FLEET_GUARANTEED,======= Guaranteed ship =======
TEXT_SURVIVAL_BOONTA_FLEET_LARGE,Calls a large sized fleet of twelve ships from Bootana Hutta. Units are chosen at random and will appear in your reinforcement pool.
TEXT_SURVIVAL_BOONTA_FLEET_MEDIUM,Calls a moderately sized fleet of eight ships from Bootana Hutta. Units are chosen at random and will appear in your reinforcement pool.
TEXT_SURVIVAL_BOONTA_FLEET_SHIPS,========== Ship Pool ==========
TEXT_SURVIVAL_BOONTA_FLEET_SMALL,Calls a small sized fleet of five ships from Bootana Hutta. Units are chosen at random and will appear in your reinforcement pool.
TEXT_SURVIVAL_DEFENCE_STATION_GOLAN_ONE,Defensive Station | Golan-I
TEXT_SURVIVAL_DEFENCE_STATION_GOLAN_TWO,Defensive Station | Golan-II
TEXT_SURVIVAL_DEFENCE_STATION_XQ5,Defensive Station | XQ-5
TEXT_TIE_BOMBER_SQUADRON,TIE Bomber Squadron
TEXT_TIE_BOMBER_SQUADRON_HALF,TIE Bomber Squadron 1/2
TEXT_TIE_BOMBER_SQUADRON2,TIE Bomber Squadron x2
TEXT_TIE_FIGHTER_2_SQUADRON,TIE Fighter Squadron
